2024-11-03 04:15:53,101:WARNING:Inverse kinematics not solvable for position X: 0.024, Y: 0.090, Z: -0.500
2024-11-03 04:15:53,180:WARNING:Inverse kinematics not solvable for position X: 0.024, Y: 0.085, Z: -0.500
2024-11-03 04:15:53,255:WARNING:Inverse kinematics not solvable for position X: 0.024, Y: 0.080, Z: -0.500
2024-11-03 04:15:53,333:WARNING:Inverse kinematics not solvable for position X: 0.023, Y: 0.075, Z: -0.500
2024-11-03 04:15:53,414:WARNING:Inverse kinematics not solvable for position X: 0.022, Y: 0.072, Z: -0.500
2024-11-03 04:15:53,490:WARNING:Inverse kinematics not solvable for position X: 0.020, Y: 0.066, Z: -0.500
2024-11-03 04:15:53,569:WARNING:Inverse kinematics not solvable for position X: 0.018, Y: 0.061, Z: -0.500
2024-11-03 04:15:53,652:WARNING:Inverse kinematics not solvable for position X: 0.016, Y: 0.059, Z: -0.500
2024-11-03 04:15:53,730:WARNING:Inverse kinematics not solvable for position X: 0.015, Y: 0.058, Z: -0.500
2024-11-03 04:15:53,809:WARNING:Inverse kinematics not solvable for position X: 0.014, Y: 0.058, Z: -0.500
2024-11-03 04:15:53,887:WARNING:Inverse kinematics not solvable for position X: 0.012, Y: 0.059, Z: -0.500
2024-11-03 04:15:53,969:WARNING:Inverse kinematics not solvable for position X: 0.011, Y: 0.060, Z: -0.500
2024-11-03 04:15:54,045:WARNING:Inverse kinematics not solvable for position X: 0.010, Y: 0.061, Z: -0.500
2024-11-03 04:15:54,123:WARNING:Inverse kinematics not solvable for position X: 0.008, Y: 0.063, Z: -0.500
2024-11-03 04:15:54,204:WARNING:Inverse kinematics not solvable for position X: 0.007, Y: 0.064, Z: -0.500
2024-11-03 04:15:54,284:WARNING:Inverse kinematics not solvable for position X: 0.006, Y: 0.065, Z: -0.500
2024-11-03 04:15:54,364:WARNING:Inverse kinematics not solvable for position X: 0.006, Y: 0.066, Z: -0.500
2024-11-03 04:15:54,450:WARNING:Inverse kinematics not solvable for position X: 0.005, Y: 0.068, Z: -0.500
2024-11-03 04:15:54,525:WARNING:Inverse kinematics not solvable for position X: 0.005, Y: 0.069, Z: -0.500
2024-11-03 04:15:54,601:WARNING:Inverse kinematics not solvable for position X: 0.005, Y: 0.071, Z: -0.500
2024-11-03 04:15:54,679:WARNING:Inverse kinematics not solvable for position X: 0.004, Y: 0.073, Z: -0.500
2024-11-03 04:15:54,753:WARNING:Inverse kinematics not solvable for position X: 0.004, Y: 0.075, Z: -0.500
2024-11-03 04:15:54,833:WARNING:Inverse kinematics not solvable for position X: 0.003, Y: 0.076, Z: -0.500
2024-11-03 04:15:54,911:WARNING:Inverse kinematics not solvable for position X: 0.003, Y: 0.077, Z: -0.500
2024-11-03 04:15:54,987:WARNING:Inverse kinematics not solvable for position X: 0.003, Y: 0.076, Z: -0.500
2024-11-03 04:15:55,069:WARNING:Inverse kinematics not solvable for position X: 0.002, Y: 0.074, Z: -0.500
2024-11-03 04:15:55,146:WARNING:Inverse kinematics not solvable for position X: 0.002, Y: 0.069, Z: -0.500
2024-11-03 04:15:55,224:WARNING:Inverse kinematics not solvable for position X: 0.001, Y: 0.064, Z: -0.500
2024-11-03 04:15:55,312:WARNING:Inverse kinematics not solvable for position X: 0.000, Y: 0.056, Z: -0.500
2024-11-03 04:15:55,387:WARNING:Inverse kinematics not solvable for position X: -0.001, Y: 0.050, Z: -0.500
2024-11-03 04:15:55,462:WARNING:Inverse kinematics not solvable for position X: -0.002, Y: 0.043, Z: -0.500
2024-11-03 04:15:55,551:INFO:Hand 1 Mapped Position -> X: -0.004 m, Y: 0.038 m, Z: -0.500 m
2024-11-03 04:15:55,692:INFO:Hand 1 Mapped Position -> X: -0.005 m, Y: 0.034 m, Z: -0.500 m
